Index,Query(한글),LLM Output,Functions
7MAUOC,다음 주에는 중요한 미팅이 있어서 준비를 해야 해,<function_MR>()<end>,['function_MR']
7MDCQX,내일 아침에는 산책을 나가볼까 고민 중이야,<function_MR>()<end>,['function_MR']
7MFAFE,다음 달에 있을 모임 준비를 미리 해둬야겠어,<function_MR>()<end>,['function_MR']
7MRMHX,다음 달에 친구랑 여행 갈 계획 세우고 있어,<function_MR>()<end>,['function_MR']
7MYVSM,여행지 추천해줄 수 있어,<function_MR>()<end>,['function_MR']
7MZEDW,지금 가장 하고 싶은 일이 뭐야,<function_MR>()<end>,['function_MR']
7NEESC,무슨 취미 있어 그리고 스캐닝 실행해주세요,<function_MR>();<function_IH>(scan=True)<end>,"['function_MR', 'function_IH']"
7NERCO,처음 위치로 돌아가주면 좋겠어 또 어디로 여행 가고 싶어,<function_KI>();<function_MR>()<end>,"['function_KI', 'function_MR']"
7NIION,이번에 새로 나온 스마트폰이 정말 좋다는데 고민이야,<function_MR>()<end>,['function_MR']
7NTABU,이번 주에 할 일이 많아,<function_MR>()<end>,['function_MR']
7NUKOT,지금 날씨 더운지 알려줘 그리고 오랜만에 달리기라도 좀 해볼까 싶어,"<function_MO>(timeframe=0, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
7NWOVH,이 드라마 진짜 감동적이었어,<function_MR>()<end>,['function_MR']
7OCDZI,엘씨디 디스플레이 밝기 삼으로 바꿔 그리고 내일 뭐 할거야,<function_WN>(brightness=3);<function_MR>()<end>,"['function_WN', 'function_MR']"
7OGBXG,넌 무슨 음식을 좋아해 그 후에 전체 구역 청정 부탁할게,<function_MR>();<function_EF>(action=1)<end>,"['function_MR', 'function_EF']"
7OJLUA,점심으로 먹은 음식이 너무 맛있어서 또 먹고 싶어,<function_MR>()<end>,['function_MR']
7OUSLR,주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까 그 후에 나무 여자 보이스로 변경해줘,<function_MR>();<function_GQ>(gender=1)<end>,"['function_MR', 'function_GQ']"
7OVOWQ,하나의 영화만 평생 볼 수 있다면 뭘 선택할 거야,<function_MR>()<end>,['function_MR']
7PAYRG,책 추천해줄래,<function_MR>()<end>,['function_MR']
7PCRST,수요일 오사카 공기질 걱정해야 할까 이어서 오늘 점심으로 뭐 먹을지 고민이야 너무 배고파,"<function_IO>(timeframe=5, location=오사카);<function_MR>()<end>","['function_IO', 'function_MR']"
7PGQAQ,이번 주말에는 책을 읽으면서 시간을 보내고 싶어,<function_MR>()<end>,['function_MR']
7PTSKF,드라마 다시 보기 할까 고민 중이야,<function_MR>()<end>,['function_MR']
7PUAPW,지금 에이아이 모드 전부 중지시켜줄래 또 내일은 친구들이랑 만날 예정이라 기대 돼,"<function_BP>(enable=1, type=2);<function_MR>()<end>","['function_BP', 'function_MR']"
7PYDNE,만약 한 명의 유명인과 저녁을 먹을 수 있다면 누구를 선택할 거야,<function_MR>()<end>,['function_MR']
7QHCOA,오늘 저녁에는 친구들과 함께 저녁을 먹기로 했어,<function_MR>()<end>,['function_MR']
7QNNHC,이번 달은 너무 바빠서 뭔가를 계획하기가 어려웠어,<function_MR>()<end>,['function_MR']
7QTQWM,책 좀 추천해줘 이어서 스캐닝 공기청정 상태가 어떤가요,<function_MR>();<function_IH>(get=True)<end>,"['function_MR', 'function_IH']"
7RBHOL,월요일 날씨 전망을 표시해줄 수 있어 또 이번 주말엔 집 청소를 제대로 한번 해볼까 생각 중이야,"<function_MO>(timeframe=3, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
7RFIRE,에이원 필터 잔여량이 얼마나 남았는지 확인해주세요 그 다음에 친구가 보내준 선물이 정말 마음에 들어 오랜만에 웃었어,<function_UJ>();<function_MR>()<end>,"['function_UJ', 'function_MR']"
7RKSKR,이번 달은 정신없이 바빠서 계획을 세우기가 어렵네 이어서 금요일 부산 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=7, location=부산)<end>","['function_MR', 'function_MO']"
7ROVOA,오늘 저녁엔 뭘 만들어볼까,<function_MR>()<end>,['function_MR']
7RVHUA,따뜻한 차 한 잔이 생각나,<function_MR>()<end>,['function_MR']
7RWNXV,요즘 운동을 열심히 하고 있는데 몸이 조금 가벼워진 것 같아,<function_MR>()<end>,['function_MR']
7RWSNZ,대기화면을 상세 공기질로 전환해줘 이어서 오늘 저녁에 뭐 먹을지 고민 중이야 뭐가 좋을까,<function_HG>(theme=2);<function_MR>()<end>,"['function_HG', 'function_MR']"
7SAUSF,이번에 산 책이 너무 재밌어서 시간 가는 줄 모르겠어 그리고 청정 기능 재시작해줘,<function_MR>();<function_YA>(move=2)<end>,"['function_MR', 'function_YA']"
7SGQOP,주말에 만날래,<function_MR>()<end>,['function_MR']
7SGTXZ,금요일 강릉 대기질을 화면에 보여줘 다음으로 냉장고에 있는 재료들로 뭘 만들어 먹을 수 있을까,"<function_IO>(timeframe=7, location=강릉);<function_MR>()<end>","['function_IO', 'function_MR']"
7SKFDV,이번 주말에 시간 있어,<function_MR>()<end>,['function_MR']
7SKFSY,청정 켜봐 그리고 오늘 진짜 쳐진다,<function_PG>();<function_MR>()<end>,"['function_PG', 'function_MR']"
7SLYBY,오늘은 오랜만에 친구들과 저녁을 먹으러 가기로 했어,<function_MR>()<end>,['function_MR']
7SNWMS,최근에 산 것 중에서 가장 만족스러운 기기가 뭐야,<function_MR>()<end>,['function_MR']
7SOSHR,어제 뉴스 봤어,<function_MR>()<end>,['function_MR']
7SPCWN,저녁에 뭘 먹을지 아직도 고민 중이야 뭘 먹을까,<function_MR>()<end>,['function_MR']
7SPWYJ,엘씨디 화면 밝기를 최대 밝기로 설정해줘 이어서 이 식당 가볼래,<function_WN>(brightness=5);<function_MR>()<end>,"['function_WN', 'function_MR']"
7SULND,이번 주말에는 친구들이랑 캠핑 가기로 했어 정말 기대 돼,<function_MR>()<end>,['function_MR']
7SYXEL,새로 나온 드라마가 인기가 많아서 한번 봐야겠어,<function_MR>()<end>,['function_MR']
7SZHOV,취미로 그림을 그려요,<function_MR>()<end>,['function_MR']
7TAOIV,이번에 새로 시작한 운동이 생각보다 힘들더라 또 금요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=7, location=""0"")<end>","['function_MR', 'function_MO']"
7TBUKS,다음 달에 친구들이랑 제주도로 여행 가기로 했어,<function_MR>()<end>,['function_MR']
7TMXHW,이번 주말에는 가족들이랑 시간을 보내려고 해 오랜만이야,<function_MR>()<end>,['function_MR']
7TSOUG,이번 주말에 자전거 타러 갈래 또 내일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=1, location=""0"")<end>","['function_MR', 'function_IO']"
7TWVTW,청정 기능을 종료해주실래요 다음으로 이번 주에는 운동을 좀 더 자주 해야겠어,<function_YA>(move=0);<function_MR>()<end>,"['function_YA', 'function_MR']"
7TXCAT,이번 세일 때 뭐 샀어,<function_MR>()<end>,['function_MR']
7UDASN,스캐닝 청정 상태 좀 알려줘 이어서 이거 정말 괜찮다,<function_IH>(get=True);<function_MR>()<end>,"['function_IH', 'function_MR']"
7UJVSJ,오늘 뭐 먹을까 그리고 음량을 80퍼센트로 올려줘,<function_MR>();<function_ZV>(volume=4)<end>,"['function_MR', 'function_ZV']"
7VGHTO,새로운 요리법 배웠어,<function_MR>()<end>,['function_MR']
7VKTTM,다음 주말에는 친구들이랑 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
7VYJSW,현재 뭐하고 있나요 그리고 내일 아침에는 일찍 일어나서 운동을 할 계획이야,<function_ID>(get=True);<function_MR>()<end>,"['function_ID', 'function_MR']"
7WKDEF,오늘 하루가 너무 바빴어 이제 좀 쉬고 싶어,<function_MR>()<end>,['function_MR']
7WNFAL,내일은 친구랑 같이 카페에 가서 시간을 보낼 예정이야,<function_MR>()<end>,['function_MR']
7XUPFO,이 노래 분위기 진짜 좋다,<function_MR>()<end>,['function_MR']
7YFAHG,티비에서 무슨 영화 하는지 봤어,<function_MR>()<end>,['function_MR']
7YIPPT,다음 주에는 조금 더 부지런하게 지내야겠다고 결심했어,<function_MR>()<end>,['function_MR']
7YJQWS,공간별 미세먼지 어때 그러고 나서 겨울 여행지 추천해줘,"<function_IO>(timeframe=0, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
7YOAZB,지금 필터의 수명이 어떻게 되나요 그 다음에 새로운 취미를 찾고 싶은데 뭐가 좋을지 모르겠어,<function_UJ>();<function_MR>()<end>,"['function_UJ', 'function_MR']"
7YQWPA,피아노 연습 많이 했어,<function_MR>()<end>,['function_MR']
7YZEKN,이번 주말에는 오랜만에 친구들과 만나서 저녁을 먹기로 했어,<function_MR>()<end>,['function_MR']
7ZKNRN,이 식당 어때,<function_MR>()<end>,['function_MR']
7ZQVIV,이 책 재미있어,<function_MR>()<end>,['function_MR']
7ZRVBC,주말에 잠깐 여행 다녀올래,<function_MR>()<end>,['function_MR']
7ZXDFX,이 영화 봤어,<function_MR>()<end>,['function_MR']
8ACRAV,테마를 기본으로 변경해줄래 또 내일은 친구들이랑 만날 예정인데 뭐 하고 놀지 고민 중이야,<function_HG>(theme=0);<function_MR>()<end>,"['function_HG', 'function_MR']"
8AGRUQ,아침 먹었어 그러고 나서 엘이디 아이 밝기 이단계로 높일래,<function_MR>();<function_WN>(brightness=2)<end>,"['function_MR', 'function_WN']"
8AIREL,오늘 일정은 어떻게 돼,<function_MR>()<end>,['function_MR']
8ANHNF,풍속 설정된 값 확인해줄래 그러고 나서 이 영화 추천할 만해,<function_NK>(get=True);<function_MR>()<end>,"['function_NK', 'function_MR']"
8AOMOO,나중에 유럽여행 가고 싶어,<function_MR>()<end>,['function_MR']
8APNWZ,이번 주말에는 책을 읽으면서 여유롭게 시간을 보내고 싶어,<function_MR>()<end>,['function_MR']
8ASLRW,현재 공기질 아이 표시가 작동하고 있나요 그리고 디저트 카페 추천해줄 수 있어,<function_SC>(get=True);<function_MR>()<end>,"['function_SC', 'function_MR']"
8AXQVI,다음 주에 중요한 발표가 있는데 준비가 잘 될지 걱정 돼,<function_MR>()<end>,['function_MR']
8AXSAU,저녁에 뭐 먹을지 벌써 결정했어,<function_MR>()<end>,['function_MR']
8BBAKF,책을 다 읽고 나니까 다른 책도 읽고 싶어졌어,<function_MR>()<end>,['function_MR']
8BCCFP,오늘 일찍 자야겠어,<function_MR>()<end>,['function_MR']
8BCMUN,토요일 날씨 추울까 그리고 이번 주말에는 그냥 집에서 편하게 쉬고 싶어,"<function_MO>(timeframe=8, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
8BGQAX,오늘은 그냥 집에서 푹 쉬면서 책이나 읽을까 생각 중이야,<function_MR>()<end>,['function_MR']
8BNXCK,베이징의 내일 날씨 정보 표시해줄래 다음으로 오늘은 좀 일찍 잠자리에 들어야겠어 내일 할 일이 많거든,"<function_MO>(timeframe=1, location=베이징);<function_MR>()<end>","['function_MO', 'function_MR']"
8CBSGA,이번 주말에는 뭔가 특별한 계획을 세우고 싶어,<function_MR>()<end>,['function_MR']
8CHWYF,새로 산 옷이 너무 마음에 들어 매일 입고 다니고 있어,<function_MR>()<end>,['function_MR']
8CWKDQ,실외 대기질 정보 연동 옵션을 활성화해주실래요 그 후에 오늘은 하루가 정말 빨리 지나갔어 뭘 했는지 모르겠어,"<function_BP>(enable=0, type=0);<function_MR>()<end>","['function_BP', 'function_MR']"
8CZHWF,요즘 인기 많은 드라마 뭐야,<function_MR>()<end>,['function_MR']
8DKCWH,뉴델리의 화요일 날씨 정보 표시해줄래 그 후에 운동을 하고 나니까 몸이 가벼워진 느낌이 들어,"<function_MO>(timeframe=4, location=뉴델리);<function_MR>()<end>","['function_MO', 'function_MR']"
8DORUE,음성을 남자로 전환해줄래 그 다음에 요즘 운동을 열심히 하고 있는데 몸이 조금 가벼워진 것 같아,<function_GQ>(gender=2);<function_MR>()<end>,"['function_GQ', 'function_MR']"
8DQEQO,이번 달은 너무 바빠서 뭔가를 계획하기가 어려웠어 그리고 화요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=4, location=""0"")<end>","['function_MR', 'function_MO']"
8DXFDD,빵을 구울 때 기분이 좋아져,<function_MR>()<end>,['function_MR']
8DYXIH,내일 아침에 일찍 일어나서 산책을 하고 싶다,<function_MR>()<end>,['function_MR']
8EARMB,부설연구소으로 이동해서 청정해줘 그리고 내일 뭐할 계획이야,<function_FF>(position=부설연구소);<function_MR>()<end>,"['function_FF', 'function_MR']"
8EBMCW,가장 자주 듣는 음악이 뭐야,<function_MR>()<end>,['function_MR']
8EHODD,오늘 하루 종일 바빴는데도 아직 해야 할 일이 많아,<function_MR>()<end>,['function_MR']
8ERDVV,이거 어떻게 생각해,<function_MR>()<end>,['function_MR']
8ERKTN,커피 마실 때 보통 어떻게 마셔 그 다음에 에이아이 모드에서 공간별 누적 공기질 정보 연동 켜주세요,"<function_MR>();<function_BP>(enable=0, type=1)<end>","['function_MR', 'function_BP']"
8FDHXA,운동 후에는 스트레칭 꼭 해야 돼,<function_MR>()<end>,['function_MR']
8FGSXF,오늘 뭐 먹을까,<function_MR>()<end>,['function_MR']
8FKTDT,일요일 빈 대기질을 화면에 보여줘 이어서 새로 나온 노래가 되게 좋더라 계속 반복해서 듣고 있어,"<function_IO>(timeframe=9, location=빈);<function_MR>()<end>","['function_IO', 'function_MR']"
8GCJFQ,요즘 들어 운동을 자주 하니까 몸이 조금 가벼워진 것 같아,<function_MR>()<end>,['function_MR']
8GJTYL,저녁에 뭐 먹을지 고민 돼,<function_MR>()<end>,['function_MR']
8GOHDS,실내에서 할 수 있는 활동 추천해줄래,<function_MR>()<end>,['function_MR']
8GSAQR,이 책 읽어볼래,<function_MR>()<end>,['function_MR']
8GWYUP,저녁으로 뭘 먹을지 아직도 고민 중이야 빨리 결정해야겠어,<function_MR>()<end>,['function_MR']
8GYZWB,고양이를 키우고 있어요,<function_MR>()<end>,['function_MR']
8HCPSB,어제 일찍 잤어,<function_MR>()<end>,['function_MR']
8HKSFL,다음 주에는 새로운 도전도 해보고 싶어 뭐가 좋을까,<function_MR>()<end>,['function_MR']
8HTUNE,새로 나온 카페가 분위기가 좋아서 가보고 싶어 그 후에 화요일 이스탄불 날씨 어때,"<function_MR>();<function_MO>(timeframe=4, location=이스탄불)<end>","['function_MR', 'function_MO']"
8HVFTX,책상 정리해야겠어,<function_MR>()<end>,['function_MR']
8HXIWL,이번 주말에는 집에서 쉬면서 책을 읽을까 생각 중이야,<function_MR>()<end>,['function_MR']
8HYERG,가장 좋아하는 국내 여행지가 어디야,<function_MR>()<end>,['function_MR']
8IPIRC,오늘 점심에 뭐 먹지 고민 중이야 뭘 먹을까,<function_MR>()<end>,['function_MR']
8IUVOL,주말 날씨 추울까 그러고 나서 내일은 조금 일찍 일어나서 책도 좀 읽고 운동도 해야지,"<function_MO>(timeframe=2, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
8IYJXP,쇼핑몰에서 뭐 샀어,<function_MR>()<end>,['function_MR']
8IYMAK,다음 달에 있을 중요한 회의가 걱정 돼,<function_MR>()<end>,['function_MR']
8JASYB,새로 시작한 취미가 너무 재미있어서 시간 가는 줄 몰라,<function_MR>()<end>,['function_MR']
8JDYKP,지금 에이아이 모드 전부 작동시켜줄래 다음으로 이번 주말에는 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,"<function_BP>(enable=0, type=2);<function_MR>()<end>","['function_BP', 'function_MR']"
8JHADJ,새로 나온 제품 리뷰 봤어 그 다음에 월요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=3, location=""0"")<end>","['function_MR', 'function_IO']"
8JTJHJ,캠핑 한번 해보고 싶어 그 다음에 유브이 살균 엘이디 꺼줘,<function_MR>();<function_NN>(enable=False)<end>,"['function_MR', 'function_NN']"
8KEEDR,요즘 시간이 너무 빨리 가는 것 같아 또 수요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=5, location=""0"")<end>","['function_MR', 'function_IO']"
8KHRTE,오랜만에 집에 혼자 있으니까 뭘 해야 할지 모르겠어,<function_MR>()<end>,['function_MR']
8KQLAH,이번 주말에는 오랜만에 친구들과 만나서 저녁을 먹기로 했어 그리고 지금 충전 중인지 확인해줘,<function_MR>();<function_ID>(get=True)<end>,"['function_MR', 'function_ID']"
8KSKMU,어디서 커피 마시는 걸 좋아해,<function_MR>()<end>,['function_MR']
8LDDJJ,토요일 하노이 공기질 걱정해야 할까 그리고 저녁에 뭐 해먹을지 고민 중이야 뭘 해먹을까,"<function_IO>(timeframe=8, location=하노이);<function_MR>()<end>","['function_IO', 'function_MR']"
8LDNOM,천호동의 목요일 날씨 정보 표시해줄래 그리고 오늘 저녁은 뭘 먹어야 할지 고민이네 배는 고픈데 딱히 땡기는 게 없어,"<function_MO>(timeframe=6, location=천호동);<function_MR>()<end>","['function_MO', 'function_MR']"
8LEPNJ,감지 민감도를 낮게 조정할 수 있어 또 요즘 들어 운동을 자주 하니까 몸이 조금 가벼워진 것 같아,<function_QD>(type=0);<function_MR>()<end>,"['function_QD', 'function_MR']"
8LGNON,이 노래 들어봤어,<function_MR>()<end>,['function_MR']
8LHGJS,이 영화 언제 개봉해,<function_MR>()<end>,['function_MR']
8LMEWV,이번 주에 새 영화 개봉해,<function_MR>()<end>,['function_MR']
8LPUWX,영화 볼래 그리고 스캐닝 공기청정 시작해줄래요,<function_MR>();<function_IH>(scan=True)<end>,"['function_MR', 'function_IH']"
8LYXEE,주말에 가족들이랑 모임이 있는데 무슨 얘기를 할지 고민이야,<function_MR>()<end>,['function_MR']
8MEJBS,다음 주에 중요한 시험이 있어서 공부에 집중해야겠어,<function_MR>()<end>,['function_MR']
8MNBON,영화 보러 갈까 그 후에 티티에스 볼륨을 0단계로 조정해줄래,<function_MR>();<function_ZV>(volume=0)<end>,"['function_MR', 'function_ZV']"
8MUQTI,오늘 뭐할 계획이야,<function_MR>()<end>,['function_MR']
8MZXHS,이번 주에는 건강을 위해서 식단 관리를 시작하려고 해,<function_MR>()<end>,['function_MR']
8NGGPR,잠이 안 와서 유튜브를 계속 보고 있어 그리고 목요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=6, location=""0"")<end>","['function_MR', 'function_IO']"
8NHFMN,감지 민감도를 보통으로 조정할 수 있어 이어서 내일 아침에 일찍 일어나서 운동해야지,<function_QD>(type=1);<function_MR>()<end>,"['function_QD', 'function_MR']"
8OADZJ,주말에 시간 있어,<function_MR>()<end>,['function_MR']
8OBQDJ,이번 주에는 조금 더 계획적으로 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
8OEYZG,이번에 새로 나온 스마트워치가 정말 멋지던데 살까 말까 고민 중이야,<function_MR>()<end>,['function_MR']
8OYYVY,주말 공기질 지수를 화면에 보여줘 그리고 새로 나온 신발이 예쁘더라,"<function_IO>(timeframe=2, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
8PCBDZ,내일의 오염 예보를 화면에 보여주세요 또 운동할 때 어떤 음악 듣니,"<function_IO>(timeframe=1, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
8PHEJT,내일 뭐할 계획이야,<function_MR>()<end>,['function_MR']
8PLYTM,오늘 뭐 먹을 거야,<function_MR>()<end>,['function_MR']
8PRFIE,다음 주말에는 친구들과 함께 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
8PZHGO,이번 주말에는 그냥 집에서 쉬면서 책이나 읽으려고 해,<function_MR>()<end>,['function_MR']
8QOMQQ,다음 주에 있을 발표 준비를 해야 하는데 조금 떨려,<function_MR>()<end>,['function_MR']
8QULDE,새로 산 자켓이 너무 마음에 들어서 매일 입고 다니고 있어 또 나무 현재 상태 확인해줘,<function_MR>();<function_QT>(get=True)<end>,"['function_MR', 'function_QT']"
8QWBXT,요즘 어떤 운동 하고 있어,<function_MR>()<end>,['function_MR']
8QWYYV,나 좀 우울한 것 같아 이어서 스캐닝 청정 켜져있는 중인가요,<function_MR>();<function_IH>(get=True)<end>,"['function_MR', 'function_IH']"
8RBYLZ,이번 주에는 할 일이 많아서 시간을 잘 관리해야겠어,<function_MR>()<end>,['function_MR']
8RHLAO,저는 여행을 정말 좋아해요,<function_MR>()<end>,['function_MR']
8RQMJU,이 영화 봤어 그리고 고정 청정 온,<function_MR>();<function_PG>()<end>,"['function_MR', 'function_PG']"
8RYDJE,저는 사진 찍는 걸 좋아해요,<function_MR>()<end>,['function_MR']
8SDJBJ,이번 주에 할 일이 많아서 큰일이야,<function_MR>()<end>,['function_MR']
8SIYBV,요즘 책을 많이 읽고 있는데 재밌는 소설 추천해줄래,<function_MR>()<end>,['function_MR']
8SLRMA,오늘 하루도 무사히 지나갔어,<function_MR>()<end>,['function_MR']
8SQJSH,내일은 친구랑 만나서 저녁을 먹기로 했어 기대 돼,<function_MR>()<end>,['function_MR']
8SVGXY,저녁 메뉴 추천 해줘 그 다음에 바람 강도 강풍으로 맞춰줘,<function_MR>();<function_NK>(speed=3)<end>,"['function_MR', 'function_NK']"
8TBETI,주말에는 친구들이랑 영화 한 편 볼까 생각 중이야 또 금요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=7, location=""0"")<end>","['function_MR', 'function_MO']"
8TEPEM,오늘 할 일 끝났어 이어서 엘이디 눈 밝기를 백퍼로 바꿔줘,<function_MR>();<function_WN>(brightness=5)<end>,"['function_MR', 'function_WN']"
8THRSE,내일 중요한 발표가 있는데 너무 긴장 돼 잘해야 할 텐데,<function_MR>()<end>,['function_MR']
8THTQN,영화 보러 갈래,<function_MR>()<end>,['function_MR']
8THXDU,운전 배운 지 얼마 안 됐어,<function_MR>()<end>,['function_MR']
8TJFTO,현재 센서 민감도 설정을 확인하고 싶어요 그 후에 이번에 새로 나온 스마트폰이 정말 좋다는데 고민이야,<function_QD>(get=True);<function_MR>()<end>,"['function_QD', 'function_MR']"
8UAKNG,내일 아침에 뭘 먹을까 고민 중이야 뭐가 좋을까,<function_MR>()<end>,['function_MR']
8UBCZX,운동 갔다 왔어,<function_MR>()<end>,['function_MR']
8VBANM,내일은 아침 일찍 산책할 계획이야,<function_MR>()<end>,['function_MR']
8VEORK,이 식당 가봤어 그러고 나서 미디음을 3단계로 조정해줄래,<function_MR>();<function_ZV>(volume=3)<end>,"['function_MR', 'function_ZV']"
8VGYPO,다음 주에 시간 괜찮아 이어서 미디음 볼륨 단계가 어떻게 되는지 알려줘,<function_MR>();<function_ZV>(get=True)<end>,"['function_MR', 'function_ZV']"
8VNDIJ,내일은 아침 일찍 일어나서 공부를 시작하려고 해,<function_MR>()<end>,['function_MR']
8VNMUK,"핸드폰 자주 바꾸는 편이야, 아니면 오래 쓰는 편이야",<function_MR>()<end>,['function_MR']
8VXQWE,뭐 좀 도와줄까,<function_MR>()<end>,['function_MR']
8VYPSB,내일은 좀 더 부지런히 일해야겠어 할 일이 많거든 그리고 에이아이 모드의 공간별 공기질 데이터 연동 종료해줘,"<function_MR>();<function_BP>(enable=1, type=1)<end>","['function_MR', 'function_BP']"
8WQVDR,다음 달에 있을 중요한 발표 준비가 걱정 돼,<function_MR>()<end>,['function_MR']
8WSHHB,이번 주에는 조금 더 운동을 열심히 해야겠어 또 에이아이 모드 한번에 다 꺼줘,"<function_MR>();<function_BP>(enable=1, type=2)<end>","['function_MR', 'function_BP']"
8WXEQE,일요일 날씨 추울까 그 다음에 저녁에 뭐 먹을지 고민 중이야 피자 아니면 파스타,"<function_MO>(timeframe=9, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
8WYQDW,내일은 꼭 일찍 일어나서 운동을 해야지,<function_MR>()<end>,['function_MR']
8XABHI,다음 달에 중요한 발표가 있어서 준비를 열심히 하고 있어,<function_MR>()<end>,['function_MR']
8XBXVT,취미로 배워볼 만한 거 추천해줄래 또 엘이디 아이 공기질 상태 표시 켜줘,<function_MR>();<function_SC>(enable=True)<end>,"['function_MR', 'function_SC']"
8XGBVK,시간이 너무 늦었는데 아직도 할 일이 남아있어,<function_MR>()<end>,['function_MR']
8XNGEB,오늘 저녁 뭐 먹을까,<function_MR>()<end>,['function_MR']
8XPUNN,오늘 하루는 정말 바쁘게 보냈는데 아직도 해야 할 일이 많아,<function_MR>()<end>,['function_MR']
8XXDAD,핫 커피랑 콜드브루 중에 뭐가 더 좋아,<function_MR>()<end>,['function_MR']
8YBJQL,커피를 너무 많이 마신 것 같아 밤에 잠이 올지 모르겠어 그 다음에 일요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=9, location=""0"")<end>","['function_MR', 'function_MO']"
8YHLUX,오늘 점심에 뭐 먹지 고민 중이야 뭘 먹을까 그리고 온도 단위 알려주세요,<function_MR>();<function_EW>(get=True)<end>,"['function_MR', 'function_EW']"
8ZHSPT,새로 산 신발이 마음에 안 들어,<function_MR>()<end>,['function_MR']
8ZKKZT,새로 나온 노래가 인기가 많아서 들어볼까 생각 중이야 그 후에 룩앳미,<function_MR>();<function_FR>()<end>,"['function_MR', 'function_FR']"
8ZNBBC,다음 주에는 조금 더 부지런하게 지내야겠다고 다짐 중이야,<function_MR>()<end>,['function_MR']
8ZTGFO,이번 주말에 계획이 없어서 뭐 할지 고민 중이야,<function_MR>()<end>,['function_MR']
8ZWVZP,어디로 여행 가고 싶어,<function_MR>()<end>,['function_MR']
8ZXDKK,새로 산 가방이 너무 마음에 들어서 매일 들고 다니고 있어,<function_MR>()<end>,['function_MR']
9AEJMM,이 영화 재밌었어,<function_MR>()<end>,['function_MR']
9AFMXU,스캐닝 기능 시작해주세요 그리고 이번 주말엔 뭐할 거야,<function_IH>(scan=True);<function_MR>()<end>,"['function_IH', 'function_MR']"
9AIULH,내일은 아침 일찍 일어나서 산책을 해야겠어,<function_MR>()<end>,['function_MR']
9AQYVI,이 드라마 진짜 감동적이었어 그리고 음소거 해,<function_MR>();<function_MV>(mute=True)<end>,"['function_MR', 'function_MV']"
9BDFYZ,주말에 같이 게임할 사람 구하는데 누구 할래 그 후에 현재 청주 날씨 알려주세요,"<function_MR>();<function_MO>(timeframe=0, location=청주)<end>","['function_MR', 'function_MO']"
9BHBOS,등산 갈 때 같이 갈래,<function_MR>()<end>,['function_MR']
9BHSBQ,이번 주에는 계획한 일을 모두 마무리할 수 있으면 좋겠어,<function_MR>()<end>,['function_MR']
9BTLNB,새로 산 책을 읽고 있는데 내용이 너무 흥미로워,<function_MR>()<end>,['function_MR']
9CLDQS,오늘 할 일 끝났어,<function_MR>()<end>,['function_MR']
9CNOKS,티비에서 무슨 영화 하는지 봤어 그 후에 음소거 해제해줘,<function_MR>();<function_MV>(mute=False)<end>,"['function_MR', 'function_MV']"
9CUYSM,커피를 끊으려고 하는데 자꾸 생각나서 힘들어,<function_MR>()<end>,['function_MR']
9CVGUR,수요일 미세먼지 정보 보여줘 또 이번 주말에 계획이 없어서 뭐 할지 고민 중이야,"<function_IO>(timeframe=5, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
9DJLGQ,취미로 요리하는 거 어때,<function_MR>()<end>,['function_MR']
9DQSTX,감지 민감도를 높음으로 조정해줄 수 있어 그리고 이번 주말에는 그냥 집에서 쉬면서 책이나 읽으려고 해,<function_QD>(type=2);<function_MR>()<end>,"['function_QD', 'function_MR']"
9DRFUH,오늘 점심으로 뭐 먹을지 고민이야 너무 배고파,<function_MR>()<end>,['function_MR']
9DTKWP,넌 어떤 음악 좋아해,<function_MR>()<end>,['function_MR']
9DYJDA,이번 주말에는 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,<function_MR>()<end>,['function_MR']
9EGJTZ,새로 배운 기술 있으면 공유해줄래,<function_MR>()<end>,['function_MR']
9EGSDC,좋아하는 커피 브랜드가 뭐야,<function_MR>()<end>,['function_MR']
